"time","value_original","value","time_duration"
940,4.957896392,19.2,0.05
941,9.10893336,21.2,0.05
942,13.63434942,23.4,0.05
943,11.17242046,22.2,0.05
944,5.101826624,19.2,0.05
945,2.248917097,17.8,0.05
946,1.906039435,17.7,0.05
947,3.02135245,18.2,0.05
948,6.022442197,19.7,0.05
949,11.74409389,22.5,0.05
950,14.77661443,24,0.05
951,7.996877042,20.7,0.05
952,2.16992505,17.8,0.05
953,0.166826153,16.8,0.05
954,-0.475734981,16.5,0.05
955,-1.093779955,16.2,0.05
956,-2.48260548,15.5,0.05
957,-5.977380789,13.8,0.05
958,-13.17551641,10.3,0.05
959,-15.81765781,9,0.05
960,-6.034119514,13.8,0.05
961,0.307624506,16.9,0.05
962,2.702351443,18.1,0.05
963,4.804231617,19.1,0.05
964,8.453687657,20.9,0.05
965,12.83760838,23,0.05
966,11.74472508,22.5,0.05
967,6.182751181,19.8,0.05
968,3.079235634,18.2,0.05
969,2.683743312,18,0.05
970,4.066058618,18.7,0.05
971,7.557687186,20.4,0.05
972,12.8565692,23,0.05
973,13.03067145,23.1,0.05
974,6.499853612,19.9,0.05
975,2.38117473,17.9,0.05
976,1.328860084,17.4,0.05
977,1.712801672,17.6,0.05
978,3.322815325,18.4,0.05
979,7.220586286,20.3,0.05
980,13.85490204,23.5,0.05
981,13.95581706,23.6,0.05
982,5.36891407,19.4,0.05
983,0.505843381,17,0.05
984,-1.189284163,16.1,0.05
985,-2.487658562,15.5,0.05
986,-5.022520949,14.3,0.05
987,-10.18830002,11.7,0.05
988,-15.05431763,9.3,0.05
989,-9.984608051,11.8,0.05
990,-3.088957972,15.2,0.05
991,-0.377379005,16.5,0.05
