,network,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,num_nodes,Win_strength,Win_sparsity,alpha,W_sparsity,leak_rate,data_size,test_fraction,washout_data,training_time,learnmodel_time,testing_time
170,ESN: narma10,0.9845,0.9232,0.0342,0.0678,0.004636,0.0193248,1000,0.75,0.2,0.95,0,0,999,0.5,24,1.68,0.3,1.99
171,ESN: narma10,0.9838,0.9166,0.0349,0.0714,0.0048359,0.021391,1000,0.75,0.2,0.95,0.1,0,999,0.5,24,1.62,0.3,1.91
172,ESN: narma10,0.9838,0.9104,0.0344,0.0727,0.0046934,0.0222097,1000,0.75,0.2,0.95,0.2,0,999,0.5,24,1.63,0.31,1.88
173,ESN: narma10,0.9778,0.9099,0.0399,0.0733,0.0063216,0.0225372,1000,0.75,0.2,0.95,0.3,0,999,0.5,24,1.64,0.31,1.68
174,ESN: narma10,0.9857,0.9245,0.0315,0.0673,0.0039299,0.0189905,1000,0.75,0.2,0.95,0.4,0,999,0.5,24,1.82,0.38,1.34
175,ESN: narma10,0.9752,0.8926,0.0425,0.0779,0.0071718,0.0254887,1000,0.75,0.2,0.95,0.5,0,999,0.5,24,1.93,0.28,1.25
176,ESN: narma10,0.9748,0.8866,0.0427,0.0814,0.0072464,0.0278219,1000,0.75,0.2,0.95,0.6,0,999,0.5,24,1.79,0.45,1.15
177,ESN: narma10,0.98,0.8949,0.0376,0.077,0.0056135,0.0249076,1000,0.75,0.2,0.95,0.7,0,999,0.5,24,1.24,0.28,1.22
178,ESN: narma10,0.9726,0.8855,0.0449,0.0789,0.0080166,0.0261473,1000,0.75,0.2,0.95,0.8,0,999,0.5,24,1.1,0.3,1.69
179,ESN: narma10,0.9735,0.8847,0.0459,0.0836,0.008367,0.0293431,1000,0.75,0.2,0.95,0.9,0,999,0.5,24,1.4,0.31,1.79
180,ESN: narma10,0.9839,0.9115,0.033,0.0708,0.004311,0.0210506,1000,1,0.2,0.95,0,0,999,0.5,24,1.67,0.32,1.85
181,ESN: narma10,0.9831,0.9039,0.0337,0.0736,0.0045064,0.0227225,1000,1,0.2,0.95,0.1,0,999,0.5,24,1.8,0.3,1.89
182,ESN: narma10,0.9858,0.9089,0.0308,0.0716,0.0037745,0.0215116,1000,1,0.2,0.95,0.2,0,999,0.5,24,1.53,0.28,1.79
183,ESN: narma10,0.9776,0.8963,0.0386,0.0762,0.0059101,0.0243781,1000,1,0.2,0.95,0.3,0,999,0.5,24,1.73,0.29,1.82
184,ESN: narma10,0.9846,0.9107,0.0314,0.0711,0.0039157,0.0212096,1000,1,0.2,0.95,0.4,0,999,0.5,24,1.58,0.3,1.58
185,ESN: narma10,0.978,0.8822,0.0386,0.0798,0.0059097,0.0267491,1000,1,0.2,0.95,0.5,0,999,0.5,24,1.88,0.3,1.4
186,ESN: narma10,0.9768,0.882,0.0395,0.0814,0.0061975,0.0278,1000,1,0.2,0.95,0.6,0,999,0.5,24,1.9,0.35,1.26
187,ESN: narma10,0.9808,0.8803,0.0358,0.0799,0.0050754,0.0268094,1000,1,0.2,0.95,0.7,0,999,0.5,24,1.49,0.3,1.11
188,ESN: narma10,0.9761,0.8803,0.0404,0.0791,0.0064747,0.0262829,1000,1,0.2,0.95,0.8,0,999,0.5,24,1.12,0.32,1.47
189,ESN: narma10,0.9752,0.8736,0.0423,0.0844,0.0070911,0.0299013,1000,1,0.2,0.95,0.9,0,999,0.5,24,1.31,0.32,1.78
190,ESN: narma10,0.9747,0.8447,0.0402,0.0893,0.0064,0.0334676,1000,1.5,0.2,0.95,0,0,999,0.5,24,1.54,0.35,2.03
191,ESN: narma10,0.9757,0.8343,0.0396,0.0919,0.0062392,0.0354383,1000,1.5,0.2,0.95,0.1,0,999,0.5,24,1.52,0.35,1.99
192,ESN: narma10,0.9822,0.8566,0.0339,0.0861,0.0045702,0.0311131,1000,1.5,0.2,0.95,0.2,0,999,0.5,24,1.52,0.28,1.95
193,ESN: narma10,0.9743,0.8362,0.041,0.092,0.0066806,0.0355574,1000,1.5,0.2,0.95,0.3,0,999,0.5,24,1.5,0.33,1.87
194,ESN: narma10,0.978,0.8485,0.0373,0.0888,0.0055178,0.0331047,1000,1.5,0.2,0.95,0.4,0,999,0.5,24,1.84,0.31,1.74
195,ESN: narma10,0.9708,0.8098,0.0434,0.0974,0.0074643,0.0398405,1000,1.5,0.2,0.95,0.5,0,999,0.5,24,1.92,0.33,1.58
196,ESN: narma10,0.9716,0.8264,0.0429,0.094,0.0073214,0.0370631,1000,1.5,0.2,0.95,0.6,0,999,0.5,24,2.06,0.34,1.41
197,ESN: narma10,0.9782,0.812,0.038,0.0968,0.0057215,0.0393485,1000,1.5,0.2,0.95,0.7,0,999,0.5,24,1.66,0.28,1.22
198,ESN: narma10,0.9736,0.8363,0.0418,0.0909,0.0069467,0.0346831,1000,1.5,0.2,0.95,0.8,0,999,0.5,24,1.35,0.31,1.05
199,ESN: narma10,0.9671,0.8055,0.047,0.0995,0.0087583,0.0415923,1000,1.5,0.2,0.95,0.9,0,999,0.5,24,1.03,0.32,1.47
200,ESN: narma10,0.9642,0.7352,0.0481,0.1122,0.0091651,0.0528481,1000,2,0.2,0.95,0,0,999,0.5,24,1.44,0.32,1.91
201,ESN: narma10,0.9629,0.7236,0.0488,0.1146,0.009437,0.0551221,1000,2,0.2,0.95,0.1,0,999,0.5,24,1.45,0.31,1.98
202,ESN: narma10,0.9695,0.7714,0.0442,0.1057,0.0077486,0.0468993,1000,2,0.2,0.95,0.2,0,999,0.5,24,1.45,0.32,1.91
203,ESN: narma10,0.9633,0.7335,0.0487,0.1132,0.0093989,0.0538039,1000,2,0.2,0.95,0.3,0,999,0.5,24,1.53,0.28,1.84
204,ESN: narma10,0.9681,0.7604,0.0455,0.1082,0.0082271,0.0491761,1000,2,0.2,0.95,0.4,0,999,0.5,24,1.59,0.29,1.75
205,ESN: narma10,0.9564,0.7097,0.0527,0.1168,0.0110118,0.0572401,1000,2,0.2,0.95,0.5,0,999,0.5,24,1.74,0.28,1.68
206,ESN: narma10,0.9601,0.7323,0.0508,0.1126,0.0102458,0.0532045,1000,2,0.2,0.95,0.6,0,999,0.5,24,1.88,0.31,1.54
207,ESN: narma10,0.9692,0.7172,0.0453,0.1154,0.0081297,0.0559283,1000,2,0.2,0.95,0.7,0,999,0.5,24,1.88,0.31,1.38
208,ESN: narma10,0.9646,0.756,0.0484,0.1084,0.0092957,0.0493561,1000,2,0.2,0.95,0.8,0,999,0.5,24,1.8,0.3,1.08
209,ESN: narma10,0.9592,0.6849,0.0525,0.1206,0.0109357,0.0610229,1000,2,0.2,0.95,0.9,0,999,0.5,24,1.29,0.34,1.19
210,ESN: narma10,0.2688,-0.1445,0.1623,0.1822,0.1046035,0.1394047,1000,0.1,0.3,0.95,0,0,999,0.5,24,1.27,0.42,1.9
211,ESN: narma10,0.2646,-0.146,0.1625,0.1819,0.1048412,0.1389351,1000,0.1,0.3,0.95,0.1,0,999,0.5,24,1.44,0.34,1.96
212,ESN: narma10,0.263,-0.1377,0.1627,0.1823,0.1050902,0.1394761,1000,0.1,0.3,0.95,0.2,0,999,0.5,24,1.47,0.32,1.94
213,ESN: narma10,0.2642,-0.1451,0.1626,0.1818,0.1048997,0.1388071,1000,0.1,0.3,0.95,0.3,0,999,0.5,24,1.36,0.28,1.98
214,ESN: narma10,0.2723,-0.1472,0.1621,0.1828,0.1043611,0.1402431,1000,0.1,0.3,0.95,0.4,0,999,0.5,24,1.64,0.34,1.8
215,ESN: narma10,0.2288,-0.1351,0.1649,0.1829,0.1079026,0.1404601,1000,0.1,0.3,0.95,0.5,0,999,0.5,24,1.73,0.32,1.58
216,ESN: narma10,0.2637,-0.149,0.1626,0.1821,0.1049304,0.1391455,1000,0.1,0.3,0.95,0.6,0,999,0.5,24,2.06,0.3,1.45
217,ESN: narma10,0.3049,-0.1188,0.1603,0.1816,0.1019618,0.1384022,1000,0.1,0.3,0.95,0.7,0,999,0.5,24,2.04,0.42,1.44
218,ESN: narma10,0.2676,-0.145,0.1622,0.1811,0.1044627,0.1376524,1000,0.1,0.3,0.95,0.8,0,999,0.5,24,1.94,0.32,1.32
219,ESN: narma10,0.2647,-0.1471,0.1624,0.1809,0.1047068,0.137389,1000,0.1,0.3,0.95,0.9,0,999,0.5,24,1.58,0.31,1.0
220,ESN: narma10,0.6758,0.2569,0.1342,0.1615,0.071503,0.109465,1000,0.25,0.3,0.95,0,0,999,0.5,24,1.2,0.33,1.75
221,ESN: narma10,0.6449,0.2336,0.1367,0.1629,0.0741319,0.1113774,1000,0.25,0.3,0.95,0.1,0,999,0.5,24,1.38,0.3,2.02
222,ESN: narma10,0.694,0.3022,0.1317,0.1595,0.0688698,0.1067673,1000,0.25,0.3,0.95,0.2,0,999,0.5,24,1.26,0.32,1.86
223,ESN: narma10,0.6624,0.2793,0.1357,0.1603,0.0730976,0.1078653,1000,0.25,0.3,0.95,0.3,0,999,0.5,24,1.32,0.29,2.07
224,ESN: narma10,0.7335,0.3419,0.1269,0.1563,0.0639635,0.1025029,1000,0.25,0.3,0.95,0.4,0,999,0.5,24,1.89,0.27,1.73
225,ESN: narma10,0.6352,0.2202,0.1379,0.1632,0.0755205,0.111868,1000,0.25,0.3,0.95,0.5,0,999,0.5,24,1.85,0.3,1.68
226,ESN: narma10,0.6649,0.2035,0.1357,0.1636,0.0730769,0.1123652,1000,0.25,0.3,0.95,0.6,0,999,0.5,24,2.07,0.32,1.41
227,ESN: narma10,0.7393,0.3465,0.1268,0.1563,0.0638164,0.1025242,1000,0.25,0.3,0.95,0.7,0,999,0.5,24,2.04,0.31,1.29
228,ESN: narma10,0.676,0.2498,0.1345,0.1617,0.0718507,0.1097787,1000,0.25,0.3,0.95,0.8,0,999,0.5,24,2.05,0.32,1.33
229,ESN: narma10,0.6609,0.234,0.1363,0.1621,0.0737203,0.1102957,1000,0.25,0.3,0.95,0.9,0,999,0.5,24,1.82,0.34,1.26
230,ESN: narma10,0.961,0.847,0.0593,0.0943,0.0139734,0.0373386,1000,0.5,0.3,0.95,0,0,999,0.5,24,1.1,0.29,1.34
231,ESN: narma10,0.9481,0.8303,0.0662,0.0989,0.0173833,0.0410293,1000,0.5,0.3,0.95,0.1,0,999,0.5,24,1.16,0.32,1.72
232,ESN: narma10,0.9539,0.7908,0.0596,0.1038,0.0141152,0.0452487,1000,0.5,0.3,0.95,0.2,0,999,0.5,24,1.22,0.31,1.82
233,ESN: narma10,0.956,0.868,0.0618,0.0914,0.0151805,0.0350943,1000,0.5,0.3,0.95,0.3,0,999,0.5,24,1.16,0.31,1.91
234,ESN: narma10,0.968,0.881,0.0516,0.0852,0.0105494,0.0304513,1000,0.5,0.3,0.95,0.4,0,999,0.5,24,1.82,0.3,1.59
235,ESN: narma10,0.946,0.8317,0.066,0.0982,0.0173015,0.0405222,1000,0.5,0.3,0.95,0.5,0,999,0.5,24,1.85,0.29,1.56
236,ESN: narma10,0.9525,0.8104,0.0656,0.104,0.0170592,0.0454235,1000,0.5,0.3,0.95,0.6,0,999,0.5,24,1.91,0.33,1.45
237,ESN: narma10,0.9581,0.8161,0.0584,0.0997,0.0135588,0.0416912,1000,0.5,0.3,0.95,0.7,0,999,0.5,24,1.88,0.34,1.57
238,ESN: narma10,0.9434,0.8334,0.0689,0.0981,0.0188483,0.0403806,1000,0.5,0.3,0.95,0.8,0,999,0.5,24,1.84,0.29,1.49
239,ESN: narma10,0.9372,0.803,0.0726,0.1072,0.020896,0.0482206,1000,0.5,0.3,0.95,0.9,0,999,0.5,24,1.73,0.32,1.43
240,ESN: narma10,0.9818,0.9217,0.0372,0.0694,0.005502,0.020198,1000,0.75,0.3,0.95,0,0,999,0.5,24,1.27,0.3,1.19
241,ESN: narma10,0.9778,0.8985,0.0411,0.077,0.0066983,0.0248937,1000,0.75,0.3,0.95,0.1,0,999,0.5,24,1.15,0.3,1.26
242,ESN: narma10,0.9808,0.8715,0.0365,0.0826,0.0052819,0.0286644,1000,0.75,0.3,0.95,0.2,0,999,0.5,24,1.19,0.32,1.64
243,ESN: narma10,0.9788,0.9142,0.0395,0.0715,0.00619,0.0214825,1000,0.75,0.3,0.95,0.3,0,999,0.5,24,1.22,0.3,1.73
244,ESN: narma10,0.9866,0.9237,0.031,0.0665,0.0038254,0.0185702,1000,0.75,0.3,0.95,0.4,0,999,0.5,24,1.55,0.29,1.57
245,ESN: narma10,0.9767,0.8996,0.0412,0.0759,0.0067272,0.0242046,1000,0.75,0.3,0.95,0.5,0,999,0.5,24,1.68,0.27,1.42
246,ESN: narma10,0.977,0.8755,0.0422,0.0839,0.0070657,0.0295679,1000,0.75,0.3,0.95,0.6,0,999,0.5,24,1.63,0.28,1.63
247,ESN: narma10,0.9767,0.893,0.0406,0.0789,0.0065494,0.0261208,1000,0.75,0.3,0.95,0.7,0,999,0.5,24,1.78,0.32,1.7
248,ESN: narma10,0.9713,0.8981,0.046,0.076,0.0084066,0.0242224,1000,0.75,0.3,0.95,0.8,0,999,0.5,24,1.97,0.31,1.72
249,ESN: narma10,0.9708,0.8789,0.0477,0.0851,0.0090128,0.030386,1000,0.75,0.3,0.95,0.9,0,999,0.5,24,1.9,0.31,1.69
250,ESN: narma10,0.9833,0.9229,0.0336,0.0673,0.0044702,0.0190107,1000,1,0.3,0.95,0,0,999,0.5,24,1.71,0.32,1.31
251,ESN: narma10,0.9815,0.8979,0.0355,0.076,0.0050134,0.0242736,1000,1,0.3,0.95,0.1,0,999,0.5,24,1.44,0.31,1.26
252,ESN: narma10,0.9863,0.8944,0.0301,0.0756,0.0035864,0.0239828,1000,1,0.3,0.95,0.2,0,999,0.5,24,1.33,0.32,1.49
253,ESN: narma10,0.9813,0.9065,0.0352,0.0722,0.0049228,0.0219071,1000,1,0.3,0.95,0.3,0,999,0.5,24,1.29,0.31,1.52
254,ESN: narma10,0.9874,0.9167,0.0286,0.0678,0.0032486,0.0193013,1000,1,0.3,0.95,0.4,0,999,0.5,24,1.5,0.31,1.68
255,ESN: narma10,0.9819,0.899,0.035,0.0746,0.004854,0.0233743,1000,1,0.3,0.95,0.5,0,999,0.5,24,1.56,0.31,1.6
256,ESN: narma10,0.9794,0.8767,0.0378,0.082,0.0056647,0.0282503,1000,1,0.3,0.95,0.6,0,999,0.5,24,1.72,0.36,1.57
257,ESN: narma10,0.9795,0.893,0.0368,0.0771,0.0053861,0.0249411,1000,1,0.3,0.95,0.7,0,999,0.5,24,1.56,0.3,1.61
258,ESN: narma10,0.9752,0.8851,0.0409,0.0779,0.006639,0.0254764,1000,1,0.3,0.95,0.8,0,999,0.5,24,1.68,0.31,1.67
259,ESN: narma10,0.9751,0.8808,0.0418,0.0823,0.0069306,0.0284002,1000,1,0.3,0.95,0.9,0,999,0.5,24,1.87,0.32,1.63
260,ESN: narma10,0.9784,0.8747,0.0371,0.0818,0.0054641,0.0280962,1000,1.5,0.3,0.95,0,0,999,0.5,24,1.69,0.31,1.38
261,ESN: narma10,0.9791,0.8591,0.0367,0.0866,0.0053454,0.0314506,1000,1.5,0.3,0.95,0.1,0,999,0.5,24,1.67,0.28,1.2
262,ESN: narma10,0.9858,0.8689,0.0301,0.0827,0.0035951,0.0287363,1000,1.5,0.3,0.95,0.2,0,999,0.5,24,1.39,0.32,1.37
263,ESN: narma10,0.9791,0.8661,0.0363,0.0835,0.0052417,0.0292884,1000,1.5,0.3,0.95,0.3,0,999,0.5,24,1.35,0.32,1.29
264,ESN: narma10,0.9839,0.8735,0.0318,0.0816,0.0040176,0.0279357,1000,1.5,0.3,0.95,0.4,0,999,0.5,24,1.46,0.34,1.61
265,ESN: narma10,0.9807,0.8502,0.0355,0.0877,0.0049923,0.0322843,1000,1.5,0.3,0.95,0.5,0,999,0.5,24,1.57,0.29,1.69
266,ESN: narma10,0.977,0.8332,0.0391,0.0925,0.0060555,0.0359097,1000,1.5,0.3,0.95,0.6,0,999,0.5,24,1.5,0.33,1.85
267,ESN: narma10,0.9787,0.8546,0.037,0.0864,0.0054307,0.0313721,1000,1.5,0.3,0.95,0.7,0,999,0.5,24,1.6,0.31,1.84
268,ESN: narma10,0.9752,0.8262,0.0404,0.0931,0.0064652,0.0364095,1000,1.5,0.3,0.95,0.8,0,999,0.5,24,1.62,0.33,1.71
269,ESN: narma10,0.973,0.8229,0.0422,0.0949,0.0070535,0.0378124,1000,1.5,0.3,0.95,0.9,0,999,0.5,24,1.52,0.35,1.72
270,ESN: narma10,0.9704,0.7967,0.0436,0.1005,0.0075508,0.0423775,1000,2,0.3,0.95,0,0,999,0.5,24,1.84,0.31,1.4
271,ESN: narma10,0.9738,0.7782,0.0413,0.1044,0.0067566,0.0457897,1000,2,0.3,0.95,0.1,0,999,0.5,24,1.78,0.33,1.21
272,ESN: narma10,0.9806,0.8066,0.0352,0.0986,0.0049257,0.0407851,1000,2,0.3,0.95,0.2,0,999,0.5,24,1.56,0.32,1.31
273,ESN: narma10,0.974,0.8098,0.0406,0.0977,0.0065276,0.0401041,1000,2,0.3,0.95,0.3,0,999,0.5,24,1.57,0.32,1.16
274,ESN: narma10,0.9767,0.8142,0.0383,0.0968,0.0058269,0.0393061,1000,2,0.3,0.95,0.4,0,999,0.5,24,1.4,0.29,1.54
275,ESN: narma10,0.9753,0.7909,0.0402,0.1012,0.006414,0.0430036,1000,2,0.3,0.95,0.5,0,999,0.5,24,1.29,0.31,1.61
276,ESN: narma10,0.9702,0.7666,0.0444,0.1065,0.0078232,0.0476483,1000,2,0.3,0.95,0.6,0,999,0.5,24,1.51,0.31,1.86
277,ESN: narma10,0.9726,0.7841,0.0421,0.1027,0.0070189,0.0442467,1000,2,0.3,0.95,0.7,0,999,0.5,24,1.56,0.3,1.74
278,ESN: narma10,0.9701,0.7751,0.0444,0.1045,0.0078316,0.0458752,1000,2,0.3,0.95,0.8,0,999,0.5,24,1.6,0.31,1.74
279,ESN: narma10,0.9661,0.73,0.0471,0.113,0.0088114,0.053634,1000,2,0.3,0.95,0.9,0,999,0.5,24,1.69,0.32,1.69
280,ESN: narma10,0.2609,-0.1478,0.1628,0.1826,0.1052217,0.1399061,1000,0.1,0.4,0.95,0,0,999,0.5,24,1.67,0.3,1.37
281,ESN: narma10,0.2683,-0.147,0.1624,0.1824,0.1046438,0.1396014,1000,0.1,0.4,0.95,0.1,0,999,0.5,24,1.69,0.3,1.38
282,ESN: narma10,0.2628,-0.1368,0.1627,0.1821,0.1051272,0.1392786,1000,0.1,0.4,0.95,0.2,0,999,0.5,24,1.63,0.33,1.29
283,ESN: narma10,0.2625,-0.1446,0.1627,0.1819,0.1050232,0.1389038,1000,0.1,0.4,0.95,0.3,0,999,0.5,24,1.6,0.32,1.27
284,ESN: narma10,0.2626,-0.143,0.1628,0.1836,0.1052386,0.1414699,1000,0.1,0.4,0.95,0.4,0,999,0.5,24,1.25,0.29,1.64
285,ESN: narma10,0.2257,-0.141,0.1653,0.1837,0.1083993,0.1416928,1000,0.1,0.4,0.95,0.5,0,999,0.5,24,1.25,0.33,1.71
286,ESN: narma10,0.2597,-0.1516,0.1629,0.1824,0.10529,0.1396827,1000,0.1,0.4,0.95,0.6,0,999,0.5,24,1.55,0.32,1.81
287,ESN: narma10,0.3034,-0.1237,0.1603,0.1813,0.1020542,0.1379671,1000,0.1,0.4,0.95,0.7,0,999,0.5,24,1.63,0.31,1.8
288,ESN: narma10,0.2559,-0.1467,0.1629,0.1814,0.1053173,0.1381448,1000,0.1,0.4,0.95,0.8,0,999,0.5,24,1.68,0.33,1.78
289,ESN: narma10,0.2615,-0.1419,0.1626,0.181,0.1049795,0.1375826,1000,0.1,0.4,0.95,0.9,0,999,0.5,24,1.69,0.29,1.82
290,ESN: narma10,0.5796,0.13,0.1427,0.1675,0.0808677,0.1177322,1000,0.25,0.4,0.95,0,0,999,0.5,24,1.88,0.31,1.42
291,ESN: narma10,0.6204,0.1982,0.1395,0.1644,0.0772045,0.1134366,1000,0.25,0.4,0.95,0.1,0,999,0.5,24,1.78,0.31,1.43
292,ESN: narma10,0.6454,0.2672,0.1369,0.1607,0.0744165,0.1083985,1000,0.25,0.4,0.95,0.2,0,999,0.5,24,1.8,0.32,1.36
293,ESN: narma10,0.628,0.2219,0.1388,0.1632,0.0764716,0.1117744,1000,0.25,0.4,0.95,0.3,0,999,0.5,24,1.62,0.31,1.48
294,ESN: narma10,0.6798,0.2158,0.1324,0.1632,0.0695492,0.11187,1000,0.25,0.4,0.95,0.4,0,999,0.5,24,1.3,0.28,1.64
295,ESN: narma10,0.5186,0.0786,0.1469,0.1706,0.0856019,0.122202,1000,0.25,0.4,0.95,0.5,0,999,0.5,24,1.38,0.29,1.62
296,ESN: narma10,0.6479,0.1501,0.1374,0.1661,0.074885,0.1158068,1000,0.25,0.4,0.95,0.6,0,999,0.5,24,1.68,0.3,1.79
297,ESN: narma10,0.7066,0.3107,0.1313,0.1584,0.0683947,0.1053032,1000,0.25,0.4,0.95,0.7,0,999,0.5,24,1.67,0.29,1.75
298,ESN: narma10,0.6372,0.2065,0.1382,0.1641,0.075856,0.1130446,1000,0.25,0.4,0.95,0.8,0,999,0.5,24,1.66,0.3,1.82
299,ESN: narma10,0.6196,0.2209,0.1398,0.163,0.0775611,0.111475,1000,0.25,0.4,0.95,0.9,0,999,0.5,24,1.54,0.3,1.76
300,ESN: narma10,0.9497,0.8274,0.0662,0.0995,0.0173732,0.0415487,1000,0.5,0.4,0.95,0,0,999,0.5,24,1.68,0.31,1.53
301,ESN: narma10,0.9403,0.8014,0.0705,0.104,0.019729,0.0454122,1000,0.5,0.4,0.95,0.1,0,999,0.5,24,1.69,0.31,1.52
302,ESN: narma10,0.9491,0.8227,0.0637,0.0983,0.0161189,0.040583,1000,0.5,0.4,0.95,0.2,0,999,0.5,24,1.78,0.28,1.41
303,ESN: narma10,0.9526,0.8486,0.0648,0.0965,0.0166771,0.0390688,1000,0.5,0.4,0.95,0.3,0,999,0.5,24,1.82,0.3,1.49
304,ESN: narma10,0.9576,0.8421,0.0567,0.0948,0.0127589,0.037739,1000,0.5,0.4,0.95,0.4,0,999,0.5,24,1.4,0.29,1.27
305,ESN: narma10,0.9266,0.7552,0.0763,0.1125,0.0230796,0.0530852,1000,0.5,0.4,0.95,0.5,0,999,0.5,24,1.27,0.29,1.36
306,ESN: narma10,0.9479,0.8151,0.068,0.1041,0.018367,0.0454515,1000,0.5,0.4,0.95,0.6,0,999,0.5,24,1.43,0.3,1.67
307,ESN: narma10,0.9596,0.8304,0.0595,0.097,0.0140336,0.0395179,1000,0.5,0.4,0.95,0.7,0,999,0.5,24,1.51,0.33,1.65
308,ESN: narma10,0.9343,0.8265,0.0724,0.1,0.0208176,0.0419824,1000,0.5,0.4,0.95,0.8,0,999,0.5,24,1.47,0.34,1.75
309,ESN: narma10,0.9411,0.8272,0.0717,0.1029,0.0204154,0.0444299,1000,0.5,0.4,0.95,0.9,0,999,0.5,24,1.47,0.32,1.73
310,ESN: narma10,0.9799,0.9157,0.0387,0.0714,0.0059496,0.0213788,1000,0.75,0.4,0.95,0,0,999,0.5,24,1.44,0.3,1.8
311,ESN: narma10,0.9758,0.8887,0.0425,0.0792,0.0071806,0.0263014,1000,0.75,0.4,0.95,0.1,0,999,0.5,24,1.67,0.31,1.7
312,ESN: narma10,0.9784,0.8796,0.0389,0.0802,0.00601,0.0269945,1000,0.75,0.4,0.95,0.2,0,999,0.5,24,1.71,0.29,1.41
313,ESN: narma10,0.9787,0.905,0.0398,0.0741,0.0063005,0.0230528,1000,0.75,0.4,0.95,0.3,0,999,0.5,24,1.82,0.31,1.37
314,ESN: narma10,0.9847,0.9209,0.0326,0.0682,0.0042231,0.0195044,1000,0.75,0.4,0.95,0.4,0,999,0.5,24,1.55,0.33,1.22
315,ESN: narma10,0.9738,0.8763,0.0444,0.0832,0.0078231,0.0290551,1000,0.75,0.4,0.95,0.5,0,999,0.5,24,1.5,0.31,1.2
316,ESN: narma10,0.976,0.9026,0.043,0.078,0.0073364,0.0255499,1000,0.75,0.4,0.95,0.6,0,999,0.5,24,1.48,0.3,1.62
317,ESN: narma10,0.9817,0.9127,0.0368,0.0722,0.0053626,0.0219032,1000,0.75,0.4,0.95,0.7,0,999,0.5,24,1.25,0.3,1.76
318,ESN: narma10,0.9718,0.9099,0.0458,0.073,0.0083206,0.0223651,1000,0.75,0.4,0.95,0.8,0,999,0.5,24,1.53,0.32,1.78
319,ESN: narma10,0.975,0.8986,0.0448,0.0794,0.0079661,0.0264938,1000,0.75,0.4,0.95,0.9,0,999,0.5,24,1.41,0.31,1.97
320,ESN: narma10,0.984,0.9211,0.0327,0.0676,0.0042347,0.0191823,1000,1,0.4,0.95,0,0,999,0.5,24,1.6,0.3,1.89
321,ESN: narma10,0.9831,0.9042,0.034,0.0736,0.00458,0.0227355,1000,1,0.4,0.95,0.1,0,999,0.5,24,1.61,0.3,1.72
322,ESN: narma10,0.9849,0.8884,0.0314,0.0768,0.0039214,0.0247772,1000,1,0.4,0.95,0.2,0,999,0.5,24,1.76,0.32,1.52
323,ESN: narma10,0.9829,0.9033,0.034,0.0727,0.0045781,0.0221984,1000,1,0.4,0.95,0.3,0,999,0.5,24,1.91,0.31,1.33
324,ESN: narma10,0.9892,0.9261,0.0267,0.0647,0.0028266,0.0175584,1000,1,0.4,0.95,0.4,0,999,0.5,24,1.7,0.28,1.3
325,ESN: narma10,0.9811,0.8932,0.0358,0.0766,0.0050879,0.0246041,1000,1,0.4,0.95,0.5,0,999,0.5,24,1.7,0.3,1.28
326,ESN: narma10,0.9814,0.9044,0.036,0.0747,0.0051504,0.0234172,1000,1,0.4,0.95,0.6,0,999,0.5,24,1.2,0.32,1.77
327,ESN: narma10,0.9846,0.9142,0.032,0.0699,0.004057,0.0205104,1000,1,0.4,0.95,0.7,0,999,0.5,24,1.28,0.33,1.77
328,ESN: narma10,0.9776,0.9045,0.039,0.0722,0.0060261,0.0218587,1000,1,0.4,0.95,0.8,0,999,0.5,24,1.2,0.35,1.81
329,ESN: narma10,0.98,0.8929,0.0378,0.0782,0.0056768,0.0256891,1000,1,0.4,0.95,0.9,0,999,0.5,24,1.43,0.31,2.0
330,ESN: narma10,0.983,0.8924,0.0327,0.0756,0.0042416,0.0240113,1000,1.5,0.4,0.95,0,0,999,0.5,24,1.8,0.3,1.57
331,ESN: narma10,0.9824,0.8795,0.0334,0.0804,0.0044309,0.0271079,1000,1.5,0.4,0.95,0.1,0,999,0.5,24,1.71,0.32,1.85
332,ESN: narma10,0.9868,0.8631,0.0289,0.0838,0.0033062,0.0294786,1000,1.5,0.4,0.95,0.2,0,999,0.5,24,1.82,0.32,1.61
333,ESN: narma10,0.9831,0.8791,0.0329,0.0797,0.0042925,0.0266462,1000,1.5,0.4,0.95,0.3,0,999,0.5,24,1.84,0.33,1.52
334,ESN: narma10,0.9874,0.8934,0.0281,0.0751,0.0031254,0.0237,1000,1.5,0.4,0.95,0.4,0,999,0.5,24,1.68,0.37,1.38
335,ESN: narma10,0.9834,0.868,0.0328,0.0831,0.0042818,0.0289944,1000,1.5,0.4,0.95,0.5,0,999,0.5,24,1.84,0.35,1.36
336,ESN: narma10,0.9828,0.8688,0.0339,0.0831,0.0045647,0.0289801,1000,1.5,0.4,0.95,0.6,0,999,0.5,24,1.31,0.32,1.53
337,ESN: narma10,0.9833,0.8808,0.0325,0.0794,0.0042037,0.0264614,1000,1.5,0.4,0.95,0.7,0,999,0.5,24,1.26,0.34,1.63
338,ESN: narma10,0.9781,0.8586,0.0376,0.0849,0.0056159,0.0302928,1000,1.5,0.4,0.95,0.8,0,999,0.5,24,1.15,0.33,1.76
339,ESN: narma10,0.9798,0.8477,0.0365,0.0889,0.0052886,0.0331524,1000,1.5,0.4,0.95,0.9,0,999,0.5,24,1.36,0.3,1.78
