,network,train_pred,test_pred,RMSE_train,RMSE_test,NMSE_train,NMSE_test,num_nodes,Win_strength,Win_sparsity,alpha,W_sparsity,leak_rate,data_size,test_fraction,washout_data,training_time,learnmodel_time,testing_time
678,ESN: narma10,0.8891,0.7456,0.0915,0.1176,0.0332462,0.0580607,1000,1,0.9,0.95,0.8,0,999,0.5,24,1.77,0.31,1.63
679,ESN: narma10,0.9098,0.7692,0.0867,0.1146,0.0298457,0.0551511,1000,1,0.9,0.95,0.9,0,999,0.5,24,1.82,0.29,1.57
680,ESN: narma10,0.9573,0.8872,0.055,0.0813,0.01199,0.0277545,1000,1.5,0.9,0.95,0,0,999,0.5,24,1.99,0.31,1.54
681,ESN: narma10,0.9621,0.8801,0.052,0.0844,0.010728,0.0299293,1000,1.5,0.9,0.95,0.1,0,999,0.5,24,2.28,0.33,1.31
682,ESN: narma10,0.9614,0.8646,0.0526,0.088,0.0109754,0.0325205,1000,1.5,0.9,0.95,0.2,0,999,0.5,24,1.52,0.29,1.27
683,ESN: narma10,0.9659,0.8944,0.0522,0.0796,0.0108307,0.0266064,1000,1.5,0.9,0.95,0.3,0,999,0.5,24,1.51,0.45,2.03
684,ESN: narma10,0.9556,0.8581,0.0564,0.0909,0.0126405,0.0347193,1000,1.5,0.9,0.95,0.4,0,999,0.5,24,1.57,0.3,2.04
685,ESN: narma10,0.957,0.8676,0.0565,0.0876,0.0126763,0.0321857,1000,1.5,0.9,0.95,0.5,0,999,0.5,24,1.48,0.37,1.94
686,ESN: narma10,0.9546,0.8631,0.0586,0.0885,0.0136519,0.0328782,1000,1.5,0.9,0.95,0.6,0,999,0.5,24,1.82,0.31,2.01
687,ESN: narma10,0.9681,0.9032,0.0477,0.0764,0.0090477,0.0244781,1000,1.5,0.9,0.95,0.7,0,999,0.5,24,1.81,0.33,1.76
688,ESN: narma10,0.9435,0.8814,0.0644,0.0864,0.0164667,0.0313302,1000,1.5,0.9,0.95,0.8,0,999,0.5,24,1.77,0.3,1.92
689,ESN: narma10,0.9561,0.8865,0.0581,0.0847,0.0133972,0.0301136,1000,1.5,0.9,0.95,0.9,0,999,0.5,24,1.85,0.33,1.68
690,ESN: narma10,0.9674,0.8887,0.0471,0.0792,0.008796,0.0263017,1000,2,0.9,0.95,0,0,999,0.5,24,1.94,0.36,1.36
691,ESN: narma10,0.9704,0.8799,0.045,0.0829,0.0080427,0.0288405,1000,2,0.9,0.95,0.1,0,999,0.5,24,2.07,0.29,1.29
692,ESN: narma10,0.9683,0.862,0.0465,0.0867,0.0085796,0.0315904,1000,2,0.9,0.95,0.2,0,999,0.5,24,1.64,0.38,0.92
693,ESN: narma10,0.9729,0.9121,0.0444,0.0717,0.007833,0.0215681,1000,2,0.9,0.95,0.3,0,999,0.5,24,1.27,0.25,1.64
694,ESN: narma10,0.9671,0.8687,0.0474,0.0863,0.0089044,0.0312333,1000,2,0.9,0.95,0.4,0,999,0.5,24,1.01,0.25,1.72
695,ESN: narma10,0.9645,0.8783,0.0498,0.0826,0.0098618,0.0286574,1000,2,0.9,0.95,0.5,0,999,0.5,24,1.4,0.25,1.5
696,ESN: narma10,0.9671,0.8967,0.0483,0.0773,0.0092583,0.0250521,1000,2,0.9,0.95,0.6,0,999,0.5,24,1.35,0.25,1.36
697,ESN: narma10,0.9722,0.8939,0.0434,0.0776,0.0074665,0.025257,1000,2,0.9,0.95,0.7,0,999,0.5,24,1.68,0.25,1.27
698,ESN: narma10,0.9566,0.8995,0.0548,0.0783,0.0119266,0.0257192,1000,2,0.9,0.95,0.8,0,999,0.5,24,1.53,0.25,1.2
699,ESN: narma10,0.9621,0.8902,0.0512,0.081,0.0104112,0.0275379,1000,2,0.9,0.95,0.9,0,999,0.5,24,1.68,0.25,0.88
